COX6C,MUC1,AGR2,POLR2B,LTF,NID1,KIAA0196,GFRA1,DYRK1A,SQLE,GFM1,RALB,PLTP,PYGL,KLF9,TFF3,IFIT3,CLCC1,KRT5,KRT17,HOOK2,PSEN2,PGR,CDK5RAP1,KRT14,AGR3,LRP2,EEF1A2,CEACAM6,PIP,BMPR1B,GSTA4,TFF1,FABP4,GABRP,MUC5B,PROM1,CP,ALDOC,ID1,EPSTI1,CD48,SLAMF7,COL17A1,TFAP2B,ADH1B,MUCL1,SCGB1D2,PLIN1,MNDA,TLR1,HOPX,ADIPOQ,CHAD,PIGR,ERN1,SYT13,ADCY4,KRT6B,CHST2,TMEM26,GPD1,LAMP3,ELF5,KCNJ2,KCNMB1,PRKCB,CD84,KRT81,IDO1,MMP1,CEACAM5,HMGCS2,KRT16,DNM3,TNFSF13B,SOX10,HAAO,CST1,SLAMF6,FAIM2,MUC16,CRABP1,KLK5,TIGIT,CLCA2,COL2A1,TAT,OLFM4,TCN1,TTYH1,MUC6,SYNGR3,SOSTDC1,KLK6,NPTX2,CLEC3A,AQP5,CD1C,LBP,KCNJ3,SYN2,KIF1A,CD1E,CRISP3,SCGB3A1,KLK11,KRT6A,CYTL1,CYP26A1,FABP7,GRIA2,SERPINA6,PDE1C,CIDEA,PVALB,MSLN,CST9,S100A7,NRTN,CYP4F8,FCRL3,FLG,ROPN1,CA9,CHRM3,TPO,WIF1,VSTM2A,ACADL,KCNC2,HRNR,NOTUM,CXCL5,LDHC,FCRL2,TNFSF14,FBXO39,CHST4,FCRL1,SNAP91,FAM132A,INA,label
13.6972,14.2024,12.5906,10.8501,11.8547,11.8602,10.6017,14.0227,10.495,10.1603,10.589,11.2656,9.803,10.7416,9.8419,9.9357,8.8845,9.6643,10.7527,9.6696,9.4401,10.1837,12.4455,8.7139,9.6948,11.5698,7.7752,11.3174,5.8763,10.8442,11.9829,7.6596,9.272,9.5505,10.0558,5.9701,8.7516,6.1921,6.4736,8.109,7.0629,8.386,8.1441,9.8357,10.2565,9.8077,2.306,4.6456,8.6393,7.4209,7.9837,8.2242,9.3893,9.2287,9.5731,7.8667,5.9282,7.1272,6.5529,7.2715,9.604,8.109,5.8407,9.6835,6.9163,6.119,6.7242,7.4596,6.3072,5.3123,4.6661,3.9731,6.2471,5.9025,6.2808,5.8675,8.2868,6.0813,8.3421,6.3585,5.3253,8.4377,5.1174,6.0108,5.6164,3.8349,2.8983,7.2546,7.1673,11.7134,5.2992,0.7801,3.0928,5.1024,5.3381,4.5822,6.6281,4.4931,5.7948,2.8983,7.7775,5.9025,3.317,5.3884,1.4819,8.6144,2.5014,1.4819,4.3981,2.59,4.8021,10.7309,3.4649,4.3733,5.3635,4.1871,2.7524,6.777,1.952,2.6735,1.952,2.306,2.9904,2.9661,0,3.317,2.407,2.0799,10.124,2.8983,10.6719,4.1291,3.5111,2.7524,3.368,0.4421,3.317,2.59,1.8117,0,0.7801,1.4819,1.2837,2
12.7582,12.7459,12.1201,12.0568,16.7621,11.2644,11.6249,7.5501,11.2295,12.8491,10.3907,11.0726,9.9335,8.8304,10.677,10.1474,9.5234,9.4718,9.5198,9.4439,7.6768,8.827,5.2505,8.7219,8.8674,6.3767,3.3675,12.122,6.3704,11.5659,4.4218,10.5175,1.8112,10.761,7.7886,9.057,5.7371,12.8614,8.0174,6.743,8.0568,8.3076,8.9174,8.3157,10.1817,10.423,13.0293,3.3675,9.2176,7.8771,7.3522,8.8762,10.3377,2.8978,7.9332,7.4412,4.8015,6.2801,7.089,6.5849,5.5724,8.5041,8.4356,7.3773,7.4081,6.0419,7.2742,6.8898,3.6406,8.446,10.6027,4.2422,3.8343,6.1551,5.54,6.473,4.7639,5.9191,9.9277,7.1079,6.4256,3.4644,6.7478,4.9427,7.1302,11.9078,2.0794,6.5687,7.5194,5.3878,5.3754,13.3172,3.8343,4.1578,4.2958,4.3975,13.8916,2.7518,5.4001,8.2795,10.9465,3.7976,9.6146,5.8127,6.1332,2.4065,1.4815,3.3675,3.3675,2.3055,10.9786,0.442,1.6558,3.2636,5.6777,1.9516,1.2833,0,5.7942,2.4065,2.0794,4.6241,3.372,0.442,6.6545,1.9516,3.7212,0.442,5.415,2.5895,0,1.0535,3.9392,1.4815,2.4065,3.8701,2.1969,2.5009,2.3055,2.4065,1.0535,1.0535,0.7799,0
13.2147,10.2235,15.172,10.9693,12.6694,10.8382,10.4933,8.5453,11.1213,9.8554,9.6384,10.5267,9.7348,9.5993,10.2038,10.9597,10.4839,9.9727,10.2846,9.8373,7.8863,9.6568,7.0632,9.0574,10.3115,11.6597,2.7111,9.3949,14.2082,15.1634,12.6545,8.1625,10.8576,12.7763,9.6103,9.2718,7.5704,8.9459,8.9656,9.2867,8.9052,11.8082,10.0503,8.8754,5.007,11.5126,13.5719,5.4906,11.7819,8.1343,8.5585,9.1643,11.557,14.1036,9.6008,8.6239,1.1893,8.387,7.8033,8.1518,5.5161,11.0744,10.4152,6.0038,6.6503,6.0694,10.1902,7.0678,5.7978,9.8979,3.2534,12.8008,11.6601,6.0694,7.3352,7.1654,7.2406,6.4108,9.55,9.4715,4.2423,7.1263,4.4254,6.1669,9.2365,3.5447,1.1893,4.8873,6.6255,6.3517,5.3618,0.8903,5.3467,5.0448,4.9682,3.5966,14.25,1.1893,7.4311,4.6381,9.7599,6.29,2.9688,6.9582,8.942,6.9231,3.5966,2.3973,4.6381,3.3771,5.8941,2.8022,10.4929,2.3973,7.9965,1.648,0,0,3.8736,2.6139,0,7.2568,1.6829,2.7111,0,3.5966,3.831,0.8903,0,4.4254,0,0.8903,2.8022,2.2754,0.8903,7.1395,4.7794,2.8022,3.1181,6.3057,3.8736,1.1893,0.8903,2
12.2776,11.9365,14.1988,11.2303,5.4913,10.8099,11.5804,8.2544,11.2822,10.6711,10.8569,10.8158,7.65,9.3541,9.7409,5.7204,7.5039,9.2339,7.1364,6.2267,9.9657,10.903,8.6415,8.8766,6.8674,10.621,10.2612,11.3654,8.9747,6.114,13.7101,10.1588,2.1759,8.791,6.3625,13.9083,4.3471,3.7081,8.8734,6.85,5.6514,5.6814,6.1644,6.4464,9.5765,8.4027,1.4643,0.7687,7.5261,5.3366,5.1201,7.6064,8.5454,10.5296,10.4356,8.4221,12.9386,6.1066,3.9473,5.918,7.1992,6.8278,4.1324,4.5558,5.0757,3.88,4.9334,5.0907,4.0733,3.5306,3.1847,5.2324,1.2675,1.2675,6.325,4.2167,3.8093,5.6514,5.8315,4.4668,5.5895,3.2395,1.2675,4.2167,3.88,1.4643,3.486,0.7687,3.9473,3.88,3.3924,2.0589,2.3847,2.8036,2.6503,3.5738,1.4643,0,3.5306,6.2063,13.6253,2.8036,1.2675,2.1759,5.5682,0.7687,0,0.435,3.2395,0,1.2675,11.3277,12.6199,2.5671,4.1031,0,3.6159,3.2395,4.161,1.0396,4.534,2.1759,2.6503,0.435,0,4.2964,2.8036,1.0396,0.7687,1.4643,3.3924,2.2841,0.435,1.6375,0,1.6375,0.435,1.4643,0.435,0.435,1.2675,2.0589,1.0396,3
10.7638,12.6516,12.8042,10.8056,12.9503,8.6768,10.5487,12.6519,10.5636,9.2947,10.1092,10.1048,9.8703,9.615,11.1725,10.864,6.8657,9.7875,14.5587,14.8629,10.6417,9.1479,12.47,9.002,14.8556,10.51,12.2069,10.1178,5.6237,14.3723,10.0557,8.0188,9.8485,9.0995,11.0295,8.3098,9.9096,8.1878,8.5885,8.1933,4.4099,6.9187,5.9416,12.7187,11.5055,9.4293,13.8299,12.6707,6.9769,5.9777,6.1267,5.309,6.336,10.0323,10.6221,8.2446,5.5584,7.8768,11.0438,7.7758,10.7688,5.2862,5.746,8.5081,6.8345,10.2091,5.8195,3.9388,10.371,4.345,1.1677,2.8546,10.8645,8.4616,5.1151,3.9963,10.2624,7.2195,2.2448,5.0213,4.8291,7.0226,6.881,10.1311,3.9092,6.6808,9.0055,14.5501,8.1871,8.5815,7.3819,9.1746,2.791,8.3225,8.2446,3.03,11.348,5.8665,4.6256,3.6829,1.6697,6.2965,4.0784,3.8481,2.0414,10.0332,6.2676,6.4989,5.5488,6.4989,7.363,3.4143,9.3011,7.0017,3.9388,2.1467,5.3863,10.3209,1.1677,4.1562,7.3819,1.8045,2.5817,6.0199,0.9615,3.8481,5.7544,8.4398,2.0414,3.8481,7.1196,3.1863,1.9278,2.0414,2.4231,0,0.6989,1.521,4.345,0.3913,2.791,3.9679,0,2
12.8503,14.2133,13.7393,11.4688,17.3674,11.22,10.9586,12.0888,10.9068,9.4239,10.7993,10.8667,8.9446,12.4469,10.4252,13.014,11.5372,9.2724,9.4857,9.0818,9.5737,9.8245,9.0481,9.0976,9.2125,12.8276,7.8233,10.2154,11.0854,12.7897,15.5626,9.143,13.5232,11.1044,8.3477,13.5094,7.2415,13.9247,5.6755,7.2623,8.2141,7.4497,7.3645,8.489,10.5236,10.3685,2.1522,16.0263,9.7785,6.9696,8.0618,7.3313,11.11,7.193,7.7951,6.922,9.2493,6.5787,6.8217,6.0269,11.0586,9.3111,7.2114,4.686,6.5644,5.7276,6.3814,6.3318,2.98,8.0584,6.5109,7.901,13.5058,5.3496,5.7943,6.6021,6.1143,4.2838,10.6725,5.2815,6.1208,5.0692,2.7306,4.6141,5.5843,2.2504,7.359,2.8607,4.4989,2.8607,2.4288,4.2838,5.0143,4.5767,2.6609,4.8359,15.4939,4.2838,5.1978,7.0537,5.2222,4.2124,6.2211,5.6843,3.6176,3.2412,0.3931,1.1717,3.4207,1.3595,2.5104,4.6324,4.1115,3.4207,6.4029,4.1374,0.9558,5.2581,0,1.1717,0.9558,2.98,1.1717,2.6609,4.1697,0.9558,2.5104,3.6176,0.3931,3.1423,0,2.7306,0.9558,1.3595,0.9558,0.7017,1.1717,1.9331,0,1.5256,0,0.7017,0.3931,2
11.8757,14.4518,13.1235,11.1047,12.4979,9.8637,10.5769,8.8706,10.7017,9.9139,10.9025,10.2601,8.0527,10.6709,9.9757,12.3494,10.1252,9.7703,0.8409,5.1193,9.7424,10.2128,14.5215,9.2557,2.1468,12.0829,6.828,10.2236,8.2342,13.8007,11.1269,7.8483,12.2732,9.0435,1.2133,10.6791,10.0799,10.3367,4.6131,6.7769,7.0624,7.0278,7.0073,3.1557,12.1697,5.4677,2.3092,0,5.4932,6.6348,6.4425,6.1528,5.5266,8.2704,5.4677,7.9518,12.0066,5.1835,0,5.086,10.4332,5.086,5.342,7.868,5.4416,4.1387,5.7622,5.9213,3.0216,5.4329,4.0029,7.2885,0,6.2659,6.0301,5.1302,0.3377,4.0029,2.0582,5.1835,7.1851,5.9524,2.1468,0.8409,5.0405,5.1624,2.1468,6.0816,0.6112,1.8629,2.5876,2.766,6.2207,1.0391,0.8409,3.4623,0,3.1978,3.5297,5.0635,2.766,0.6112,0.8409,3.1978,3.9299,9.9866,0.3377,1.0391,2.3092,3.1124,0,0.3377,5.5991,2.3092,0.8409,0,2.1468,0.3377,10.1492,1.2133,3.6857,2.3092,2.8586,1.3687,5.2306,1.3687,0.3377,0.3377,0,6.6651,9.7455,2.9247,0.3377,0.8409,0,1.8629,2.2303,2.7089,7.6101,1.8629,0,3.7718,0.6112,3
11.1255,7.8672,7.0733,12.1048,3.608,11.0869,10.7723,1.5454,10.8433,10.6212,10.2738,11.4007,12.3183,8.5794,10.4291,9.6121,7.7776,10.13,6.3043,3.2682,8.5575,8.0851,2.4534,8.7455,3.944,0,10.2105,2.3666,0,0.4003,7.7174,10.0148,3.8188,2.2743,2.0697,3.9137,10.6369,11.7388,7.9683,4.643,5.7051,5.0152,7.2321,2.2743,10.4058,1.5454,0,0.4003,1.8312,5.0009,6.5506,5.5463,2.0697,1.5454,0,8.9051,9.3763,3.9137,9.8486,9.6817,4.5836,3.3609,7.6153,8.4455,5.8481,2.6863,4.289,5.6693,2.823,4.1658,1.6954,0,0.4003,9.0943,7.8393,4.6244,9.0019,8.621,3.9137,4.8003,3.0627,3.6817,5.8719,3.7857,4.0027,0,14.013,2.2743,5.4755,0,9.2986,2.2743,3.2195,9.1929,1.9554,4.3581,1.1885,10.6162,0,0,5.2272,3.608,13.0205,1.8312,0,5.7227,1.378,0.4003,1.5454,3.0064,10.3928,5.2394,0,1.6954,2.2743,0,0.4003,0,0,7.1662,0,2.1756,3.9119,8.0559,8.0503,9.6783,0,5.8876,0,3.9737,0,2.5353,1.8312,5.8481,3.3153,1.1885,0,1.1885,3.4052,0.9704,0.7133,1.6954,8.958,4
10.9321,11.3608,11.2235,11.3406,13.7971,11.7469,10.7176,12.0642,11.0219,8.2085,10.4534,10.7056,11.861,11.8859,12.6581,8.5552,9.839,9.9381,13.0262,12.2105,9.7246,9.0351,10.3265,8.6406,12.6839,9.9037,10.4354,6.4516,6.322,10.3476,9.6251,8.8928,6.7736,16.0143,11.8489,6.2845,10.8044,9.0858,10.1615,9.2456,6.5912,7.1933,6.7371,11.472,10.3057,15.4614,11.6032,10.4524,15.5869,7.4234,8.4163,6.5285,15.9099,8.1951,9.6106,6.145,4.2049,9.3514,10.4411,7.1626,9.165,14.2572,5.37,8.7105,7.8969,8.2911,6.5912,6.1097,7.4291,7.3737,1.9015,1.9015,10.5345,6.6709,7.3406,5.0948,9.9628,7.1313,0,5.746,4.4727,5.4285,6.4851,9.3308,3.8418,7.7045,5.1514,12.3359,9.0722,7.488,7.0178,7.033,2.7685,7.8634,7.1418,5.1234,1.6098,3.1483,5.5806,6.0061,0.7519,8.682,3.3553,3.7712,0.4244,4.6794,6.0514,5.8089,6.6166,4.9102,8.2463,3.5782,0.7519,6.3823,11.0183,6.2781,3.5363,4.3328,2.144,3.7346,10.6733,2.5331,4.4876,5.5065,1.4383,3.4931,6.5602,8.3084,0,8.7327,5.3937,4.0645,0,4.4727,2.3516,2.3516,1.763,2.8392,2.0279,0.4244,2.0279,1.0186,0,1
13.357,15.4112,13.3912,10.4333,12.8247,11.2179,10.2814,13.576,10.6107,10.5147,10.3109,10.1345,9.456,8.6121,9.4719,9.785,10.2884,9.6088,10.6144,10.6005,9.4081,10.1509,12.8133,9.479,10.7437,11.6575,10.5229,11.1981,7.4314,11.0758,5.823,7.8375,10.2466,6.7575,9.6667,10.0876,10.1718,12.0573,6.2854,6.3973,6.9923,6.6923,5.9459,8.8805,11.859,3.1783,16.9113,11.2644,5.2476,6.5485,6.2993,7.3063,1.3276,10.4575,8.9687,6.2572,5.0535,7.2573,8.6278,6.0591,10.8266,4.0532,5.2571,5.8101,6.9577,6.8005,3.8161,4.7095,6.7028,4.4847,3.4348,4.6673,8.2925,4.5008,7.0317,5.3311,7.1942,6.159,10.2517,4.5636,4.7639,2.3999,4.4519,5.7774,2.7629,5.5715,2.0071,3.5004,5.8358,7.7202,6.1073,8.4922,6.0205,5.0203,4.0532,4.9516,0.5881,3.0958,3.0082,3.7636,4.1788,3.3304,3.468,2.5928,4.3665,5.5791,6.7406,2.9624,3.9157,5.9101,4.5789,0.3238,0.5881,2.7084,0.3238,2.4671,3.6525,2.3999,8.8697,4.0088,10.5752,1.5912,2.1868,2.8661,3.0808,3.2563,2.5313,1.0047,0.9587,1.3276,8.5022,1.3276,4.8293,0.8114,0,0,4.1586,3.6525,2.1772,0,3.1783,2.6518,1.0047,2
11.2896,9.4184,6.3125,11.453,14.3618,11.3453,11.3219,3.5467,10.3392,11.4774,11.1573,9.6932,10.5272,11.0413,9.2403,3.5467,10.5447,10.1405,12.5446,11.9049,9.4587,9.6751,4.4176,8.5926,14.4852,1.2239,6.7351,9.857,7.7306,3.3716,9.0696,8.874,1.4167,2.6652,14.0308,11.3093,12.1876,12.3914,7.3185,8.341,8.1112,6.7441,5.8688,7.083,2.324,2.8768,1.0013,7.6703,4.4176,8.7508,8.1875,7.8228,1.0013,7.6441,7.6938,8.4689,10.5402,5.7396,9.5353,9.9275,5.9722,4.118,10.9842,12.8316,6.8853,7.4483,6.3003,6.9215,9.5687,6.5976,5.212,5.5051,0.4157,12.3405,5.6271,6.9529,11.9065,7.7553,6.2505,3.9094,3.9094,11.5474,8.9636,12.0261,5.199,1.0013,10.4985,0.738,3.8098,6.5623,11.1253,2.2245,5.6271,2.8096,11.6934,6.6124,0.738,10.6842,6.8771,3.6654,2.002,5.0026,9.0561,7.6891,0.738,2.324,7.3155,9.012,3.3716,7.9742,11.2877,4.6464,0.4157,3.0612,1.5867,0.738,13.6202,0,2.324,6.2505,0.4157,1.2239,3.8624,9.217,2.9296,6.9989,0.4157,12.6024,0,5.047,0,2.002,8.2039,6.6891,2.2245,0,2.1175,2.1175,5.1455,1.4167,6.5572,7.521,2.5047,4
13.2513,13.1079,0.6662,11.2486,4.6475,9.3076,12.2991,0,10.8595,12.907,10.2964,9.3601,11.9751,10.3454,8.9242,0.6662,9.8998,9.7166,13.7815,14.0421,8.2276,8.5066,1.465,9.1718,15.3737,0,0,5.6525,8.1699,0,5.0566,9.2697,0,1.1202,13.1412,11.6854,7.2575,11.9858,9.678,6.2614,6.8289,7.5106,6.9707,5.6184,4.0744,0,8.1221,3.4565,1.9762,6.2503,7.3224,6.5414,0,0.6662,0.6662,6.5046,3.0077,7.263,12.3696,11.1369,4.5783,2.3529,9.1481,11.6471,4.5056,6.3155,3.2933,5.9551,8.5229,6.7681,5.6692,5.9955,0,15.414,6.5684,5.1785,12.2606,6.9908,3.1093,2.3529,2.1768,11.7867,11.5272,10.8146,3.7361,2.5098,15.0356,1.7431,1.465,0,9.5,1.465,2.3529,5.4349,9.6307,5.5835,0,6.7681,0.6662,0,0,9.6081,2.3529,4.6809,1.7431,1.1202,9.3614,13.6893,0,1.1202,6.1936,0,0,4.2626,1.7431,1.1202,11.3229,0,12.5778,3.2933,0,1.9762,9.1051,9.2573,6.6092,6.3779,1.465,1.465,0,0.6662,0,5.3749,11.0453,3.2933,0,0,0.6662,3.6711,6.0218,0,0,0.6662,1.1202,4
12.1869,14.636,13.1764,11.7149,15.4823,11.8113,11.5007,14.1631,11.2317,8.5136,11.3897,10.5909,8.2525,11.7034,10.9843,13.4824,9.0188,10.3973,9.2583,7.9373,8.8728,8.8091,13.1243,8.8695,8.6176,13.5598,13.1159,8.7081,12.7329,10.833,5.6586,8.9293,13.8429,8.6879,9.1934,12.0078,7.2056,4.4045,4.8465,7.6602,6.9074,7.6276,7.6663,8.7861,10.4792,9.2203,5.5368,16.1501,7.9736,8.0865,8.4809,6.8167,8.8984,11.4585,8.5229,7.2013,11.0498,7.5716,4.7459,6.0065,10.5181,6.7403,5.5233,7.6755,7.1188,5.5957,7.1992,6.8548,3.1986,6.1664,2.6245,12.2149,13.5603,3.7302,7.2532,6.0065,6.1402,5.2733,5.4753,5.9723,7.9687,9.5963,1.7519,4.587,5.0193,3.0565,1.1964,4.6625,4.8138,4.5209,3.5824,11.6949,2.52,4.8138,2.9399,4.3639,0,2.8566,5,2.2202,9.0712,5.0664,0,4.6126,1.8413,1.8413,0.7188,1.0541,4.7343,4.4936,2.674,11.2988,12.5171,4.587,3.1643,2.3477,3.967,0.8962,0,0.5165,0,2.2202,4.4946,1.7519,0,4.0254,3.967,2.2202,0.7188,1.7519,10.2338,1.4448,1.8413,2.52,3.0933,2.0804,2.2854,2.8566,0.7188,2.152,1.4448,0.2813,0,2
11.8032,13.2267,14.5088,10.9127,11.57,10.9765,10.271,14.0229,10.9039,8.8967,9.965,9.871,9.0424,9.9969,9.7169,11.6992,11.731,9.8825,12.1114,11.7521,12.6034,9.6254,11.1086,9.1041,11.4904,10.7392,8.7689,8.3331,8.7219,12.3365,13.8722,7.7188,13.5538,9.7433,9.4322,9.8338,8.1837,7.149,6.5937,7.1412,8.6092,7.8986,8.4838,10.8731,11.5062,10.2184,9.5386,14.0731,10.2938,7.366,7.3627,6.3878,10.4831,12.2785,8.4854,7.7672,9.964,8.8204,7.5164,6.5184,10.4158,9.429,7.6954,6.8131,5.9501,6.7127,6.6865,5.9144,7.4954,6.328,1.0932,9.2155,11.1664,5.4616,7.0618,5.6252,8.2115,6.5361,5.8778,6.3943,6.7638,7.2774,3.9758,6.7127,5.7213,3.219,3.3847,10.6224,9.829,5.887,5.1601,10.8655,3.5333,5.2772,5.3188,4.1081,10.3956,4.4696,4.0434,1.3283,12.5138,5.8497,2.8165,4.1999,0,8.9919,6.1006,0.4624,3.7103,4.893,4.258,6.5766,7.3121,5.3188,5.7519,0.812,2.737,8.8144,0,3.7103,8.311,4.1999,1.5951,1.8657,2.3265,2.4682,5.782,3.6681,1.4471,3.4359,4.6756,1.5305,2.5635,0.812,0.812,3.219,2.737,2.3661,2.2564,1.5305,1.5305,2.4682,0.4624,2
12.835,14.5663,14.6227,11.4957,17.521,10.9286,11.0987,14.0066,11.099,9.4905,10.9816,10.6436,8.3734,11.8645,10.0843,14.2346,10.0761,10.1858,9.0547,9.2155,9.6214,9.0096,8.2372,8.8148,8.7163,12.8303,8.757,10.3887,14.0466,12.0894,13.8608,7.9959,14.964,7.2941,4.3617,13.3748,6.4431,12.1456,4.8513,6.5867,7.4852,7.5772,7.1841,9.1187,4.9039,7.4591,7.5172,17.677,6.5665,7.2717,7.8939,6.8573,7.2208,11.6692,7.5382,7.8988,12.2402,7.3544,5.4727,5.6135,9.8443,5.7563,6.0172,6.789,6.2685,6.3419,6.0984,6.8573,3.8206,4.555,5.6829,12.1943,14.1382,3.926,5.3358,5.9563,4.5875,4.8378,10.4051,5.3453,7.6617,7.3425,6.9129,4.3988,4.5217,8.0725,2.4738,4.8778,5.4985,2.8934,1.3827,0.6191,3.5832,4.0479,3.1326,4.5048,0.3424,8.0725,4.3804,3.9004,7.1216,4.3988,1.8794,4.6504,2.0756,6.954,6.7714,0.851,3.5172,4.7686,0.3424,10.6851,8.8446,3.9004,1.7704,3.0878,2.9446,6.4116,0.6191,1.0508,3.6768,3.5172,3.4481,0,0,2.6687,3.2591,0.6191,0,1.5238,8.9778,0.851,1.5238,0.851,1.3827,1.5238,2.2483,1.2263,0.3424,2.0756,1.2263,0.3424,0.851,2
13.5417,13.1888,11.8725,11.5687,7.9715,11.9195,11.1585,12.9055,11.0502,10.7859,10.6035,10.8803,10.7236,9.9106,9.9166,11.7023,11.3825,10.184,10.3916,10.4539,9.1743,9.3507,13.1684,8.727,10.0773,9.1939,11.4938,9.3165,4.1386,6.7837,6.2609,6.956,11.6451,12.2942,8.1957,3.3547,10.5001,5.6979,6.7416,7.6446,8.8368,8.6448,8.2073,9.7271,11.8392,12.7824,5.9461,3.9047,10.8936,8.5945,8.3668,7.1372,12.2908,7.8349,6.0125,7.8662,12.5038,6.5397,8.5444,6.7381,6.989,10.5565,7.8613,4.0948,7.129,6.56,8.333,8.641,6.3799,7.2135,6.556,6.0006,5.599,6.4642,6.1897,7.0072,6.1366,5.4847,8.4366,7.3126,4.0264,4.202,5.7049,6.5998,7.0219,4.4485,2.3839,5.543,5.8636,4.6887,2.7088,1.9638,4.202,5.5348,5.5592,4.4829,9.6962,2.9246,6.7129,5.6604,3.5296,5.0519,8.3424,6.7093,2.3091,6.9219,1.0391,4.8425,3.9789,5.0053,1.0391,1.0391,2.5228,3.879,7.2186,1.0391,1.3687,6.4115,0.8408,2.0582,5.3419,3.879,5.3966,1.3687,4.8004,1.2133,3.3915,1.6368,0.6111,3.9546,1.3687,3.2386,3.2784,1.6368,4.8946,2.5228,3.6252,1.5089,1.3687,2.5875,2.7088,1.2133,1.3687,2
13.8055,13.3888,6.9222,11.5234,6.51,10.3118,10.9356,11.1176,9.9135,11.2632,10.428,10.3149,8.0624,10.5561,9.4521,10.5357,10.8116,9.9951,5.9097,5.7463,9.4695,9.9927,4.1678,9.6771,5.7463,2.9507,5.4791,11.4002,4.0707,0,12.6144,7.726,8.4804,10.1589,4.8481,5.6737,2.2644,1.3261,7.5251,7.4255,6.8834,4.6267,5.5073,4.0707,4.3445,9.4569,5.0654,8.5315,9.3931,5.4697,6.8138,6.2794,9.7392,10.8342,2.2644,7.6269,0,6.9012,4.7729,6.8287,4.9016,9.0454,2.895,3.4529,3.9933,3.3323,3.0043,4.3445,2.7138,3.2007,4.0956,3.3736,5.3401,4.0453,4.8914,3.6338,2.2644,4.7097,3.528,2.648,1.3006,0.6648,0.3704,2.648,1.8615,2.579,6.1063,2.1737,1.9732,1.8615,4.0956,2.7768,4.5204,1.1181,1.4625,0.3704,0.3704,1.3006,1.4625,5.958,11.121,8.6592,0.3704,0.9092,13.5243,0.9092,1.7404,1.6081,3.6675,1.1181,0.3704,0.9092,0.3704,2.4302,5.8003,0,1.6081,8.8359,0,4.5386,0.6648,1.4625,1.8615,0.3704,0.3704,3.246,3.528,0,0,1.1181,9.0293,0.6648,2.3497,0.3704,0,0,1.1181,3.9114,0.3704,0,0,2.2644,0.3704,3
12.3807,12.8189,12.2915,11.5841,9.8545,11.7731,10.8717,13.1751,10.9614,9.9419,10.4089,10.6325,10.2918,10.4046,9.9483,10.6536,9.7811,9.4675,10.7578,10.4879,9.2591,8.6581,13.2609,8.7378,10.1935,10.2288,12.1755,10.6369,9.7153,11.5292,11.339,7.4201,9.5031,9.3283,8.204,4.0707,6.0664,6.2883,7.479,7.9689,7.9864,7.9849,8.2817,10.0879,10.3043,10.6587,9.1266,8.0447,8.4499,8.6825,8.0558,7.7455,9.815,7.7108,5.5111,7.9452,8.4894,8.0236,7.5533,6.9042,10.144,7.5494,7.1205,4.6851,7.5631,6.5784,7.2274,8.025,4.5659,6.2755,7.3587,3.8589,6.4871,7.1673,6.7001,6.4413,6.4027,6.1256,10.6241,6.6387,5.6347,7.6517,2.8314,6.1097,6.6164,8.5968,6.3763,7.3853,4.7548,12.9797,3.9569,7.8043,3.3105,5.1146,5.664,7.405,11.5328,2.5467,7.2002,3.6696,8.7153,4.4861,4.2933,6.8888,2.8314,2.3443,8.9623,8.5514,4.9459,5.5509,2.415,11.4215,7.7248,4.0707,6.4285,4.6267,2.1917,8.1232,6.7419,1.8274,9.2115,4.4696,5.771,1.0141,0,3.069,3.7263,4.1963,8.2342,5.8667,4.4017,4.1349,4.5186,0.3276,1.6036,3.1541,3.273,2.415,0.3276,2.1917,3.6982,0.8194,1.1855,2
10.7118,10.3818,9.8397,11.4602,14.1842,12.2284,11.1455,11.6409,11.1394,8.6964,10.566,10.7881,12.0415,12.0896,11.2824,9.007,9.7716,10.1044,13.4698,12.359,8.6296,8.2426,10.9431,8.5874,13.2281,8.68,10.4789,5.165,8.4283,12.9278,9.1441,8.9397,9.3518,15.1404,12.9833,9.0037,10.809,9.9601,11.2687,9.2775,7.205,7.239,6.9416,12.7489,8.8399,14.4176,14.073,8.9075,14.667,8.2689,8.7738,6.535,15.4319,6.9689,10.9219,7.4971,3.6358,9.2261,10.3043,8.2743,7.4483,13.2941,7.4252,10.1676,9.1093,9.7463,7.6118,8.2101,5.5278,7.9614,2.5083,4.7437,10.6748,8.2144,7.74,6.0329,9.689,6.8783,0.3708,5.7717,7.2584,10.0968,6.8159,9.829,3.2026,10.1293,4.2386,9.7134,11.3498,10.3517,8.3424,8.1414,1.6096,10.0624,7.8522,4.1461,8.1914,6.8121,6.6574,6.6574,2.8968,7.6958,2.4319,4.2161,4.8055,7.3878,8.5652,7.3852,6.3964,2.2661,7.4078,5.7325,7.74,8.2702,8.6748,1.7419,3.2026,3.2917,2.8968,2.9525,3.2478,1.6096,5.63,6.6782,0,5.6252,5.5906,7.0413,0.6656,8.3656,4.8792,6.0003,0.3708,4.5587,5.1412,1.7419,2.7156,4.0976,3.6014,0,4.5039,0.9101,1.3018,1
